PC1,Result
828.1509780062042,0-1
-595.7556018735377,0-1
-240.06049490135774,0-1
-680.5900232826825,1-0
240.96850793406293,1-0
497.8728136095974,0-1
374.27547082645515,0-1
286.5484418715246,1-0
1318.2911388273837,0-1
699.830923895564,0-1
398.5469100759947,0-1
456.28453052501345,1-0
-118.76340099288882,1-0
357.53243548885166,1-0
-707.6273321660678,0-1
-513.6813873450164,1-0
-1205.2725567149218,1/2-1/2
-402.9694097646384,1-0
95.38832734753623,0-1
-373.98366853576863,0-1
556.8228690191718,1-0
-431.29962146614616,1-0
464.8506108875972,1-0
-392.25220377540927,0-1
-541.1445230939044,1-0
-398.1440524126406,1-0
-886.2419613201603,0-1
-788.9579197873086,0-1
972.3883123997534,1-0
-432.2727823993455,1-0
-508.3903833735808,1-0
351.85455938461246,1-0
-945.3402477612783,1-0
261.64756759522743,0-1
538.6601421652567,1-0
163.34643681462694,1-0
207.87787336094243,1-0
-350.8283420242433,0-1
855.8053227846485,0-1
-1140.791612116678,0-1
107.53709036190912,0-1
794.0537545387383,1-0
529.118905050319,0-1
745.4964593525833,1-0
-462.29197140618635,1-0
1421.014488813074,0-1
-148.74534181838317,0-1
1459.1310775550924,1/2-1/2
-16.96815695197256,1-0
28.57037491630672,1-0
426.9099957214353,1-0
-687.4596954309395,0-1
-332.3387134192494,0-1
-41.3576309658456,0-1
-477.8649459051758,1-0
105.83831907912963,0-1
-1329.3824944251962,1-0
-666.0127192890877,0-1
-25.954548326554686,1-0
-279.56310737511285,1/2-1/2
-1424.8351944467752,1-0
553.3737631576855,0-1
1.8746728114888356,1-0
431.9266872664871,0-1
541.0301404568854,1-0
1308.6288038901162,0-1
-763.6673963982548,1-0
31.47103001998903,0-1
1099.0327150622966,1-0
-483.07447958127796,0-1
1740.9562938823706,0-1
-407.86923082505655,0-1
556.0932462224482,1-0
-403.3999953214379,0-1
213.8189004894257,0-1
-553.58312871519,1-0
-1191.3378159193535,1-0
742.0187857937467,0-1
-1343.2104071857927,1-0
-1272.3298620823932,1-0
663.5490561858624,1-0
978.861069965546,1-0
705.6001885086912,1-0
1809.1302184154752,1-0
-453.64913318495337,1-0
-464.0085388970865,1-0
-9.620269489247221,1-0
429.3285255633932,0-1
-711.2410579743282,1-0
-559.2561672192464,1-0
168.21472776480505,0-1
-1.504779746512213,1-0
-177.7966277901246,1-0
291.77963730317106,0-1
636.3364810299686,1-0
